transaction_id,sale_date,customer_id,amount,channel
Q2-01192,2023-05-22,3341,385.87,In-Store
Q2-01193,2023-05-14,991,363.77,Online
Q2-01194,2023-04-04,2033,92.21,Online
Q2-01195,2023-05-29,1955,303.05,Phone
Q2-01196,2023-04-01,3235,483.81,Online
Q2-01197,2023-05-20,2203,298.76,Online
Q2-01198,2023-06-21,2177,307.17,Phone
Q2-01199,2023-05-28,3124,331.33,Phone
Q2-01200,2023-06-05,1251,342.45,Phone
Q2-01201,2023-05-10,3948,275.73,Phone
Q2-01202,2023-05-20,3284,184.78,In-Store
Q2-01203,2023-06-07,1039,466.51,In-Store
Q2-01204,2023-05-02,4422,220.35,In-Store
Q2-01205,2023-04-16,4358,255.87,In-Store
Q2-01206,2023-05-23,406,406.2,Phone
Q2-01207,2023-06-23,221,442.01,Phone
Q2-01208,2023-04-14,2685,267.02,Phone
Q2-01209,2023-06-06,2825,489.91,Online
Q2-01210,2023-06-14,4185,291.77,In-Store
Q2-01211,2023-05-04,2420,134.08,Online
Q2-01212,2023-05-28,43,290.96,Online
Q2-01213,2023-06-29,931,26.14,Online
Q2-01214,2023-06-15,4496,306.02,In-Store
Q2-01215,2023-05-14,1646,298.43,Online
Q2-01216,2023-04-11,2455,465.67,Online
Q2-01217,2023-06-06,152,218.94,Phone
Q2-01218,2023-04-21,607,239.12,Online
Q2-01219,2023-04-04,1136,83.67,In-Store
Q2-01220,2023-04-25,4194,239.29,Phone
Q2-01221,2023-06-18,3165,105.34,In-Store
Q2-01222,2023-06-07,299,40.27,Phone
Q2-01223,2023-04-24,4762,424.41,Online
Q2-01224,2023-05-03,157,174.92,Phone
Q2-01225,2023-04-18,1965,470.86,In-Store
Q2-01226,2023-04-02,346,250.09,Phone
Q2-01227,2023-04-16,3218,454.03,Phone
Q2-01228,2023-05-25,547,192.92,In-Store
Q2-01229,2023-05-31,3808,386.46,In-Store
Q2-01230,2023-05-07,1616,208.34,Phone
Q2-01231,2023-04-15,4979,274.2,Online
Q2-01232,2023-04-01,3036,413.04,Phone
Q2-01233,2023-05-30,270,183.77,In-Store
Q2-01234,2023-04-03,311,353.52,Online
Q2-01235,2023-06-05,4129,148.76,Phone
Q2-01236,2023-06-09,4792,180.64,Phone
Q2-01237,2023-06-17,1606,9.32,In-Store
Q2-01238,2023-06-20,4843,281.61,Online
Q2-01239,2023-04-18,1793,309.26,Phone
Q2-01240,2023-05-07,1481,191.34,Online
Q2-01241,2023-05-08,522,7.52,Phone
Q2-01242,2023-06-03,4366,254.5,Phone
Q2-01243,2023-06-20,334,71.34,Online
Q2-01244,2023-05-27,2593,247.69,In-Store
Q2-01245,2023-05-24,4298,241.36,Phone
Q2-01246,2023-06-14,2146,365.02,In-Store
Q2-01247,2023-04-01,4337,341.45,Online
Q2-01248,2023-06-14,3822,372.2,Phone
Q2-01249,2023-05-13,645,169.88,In-Store
Q2-01250,2023-04-10,4043,63.66,Online
Q2-01251,2023-05-22,4974,54.04,Online
Q2-01252,2023-06-16,928,276.68,In-Store
Q2-01253,2023-05-30,2140,127.44,Phone
Q2-01254,2023-05-30,4259,487.9,In-Store
Q2-01255,2023-06-30,4033,224.9,Phone
Q2-01256,2023-06-02,41,130.68,In-Store
Q2-01257,2023-04-07,4740,427.38,Online
Q2-01258,2023-04-06,3626,73.86,Online
Q2-01259,2023-05-17,907,137.65,In-Store
Q2-01260,2023-05-31,2380,60.44,Online
Q2-01261,2023-06-16,1505,300.14,Phone
Q2-01262,2023-05-12,3053,63.33,In-Store
Q2-01263,2023-05-02,1576,417.58,In-Store
Q2-01264,2023-06-26,933,435.64,Online
Q2-01265,2023-06-12,1310,55.19,In-Store
Q2-01266,2023-05-07,3406,133.48,In-Store
Q2-01267,2023-04-25,3354,96.42,Phone
Q2-01268,2023-05-06,4757,68.71,Online
Q2-01269,2023-06-09,352,257.62,Online
Q2-01270,2023-06-03,715,131.83,Phone
Q2-01271,2023-06-29,4254,125.81,In-Store
Q2-01272,2023-06-04,116,366.18,In-Store
Q2-01273,2023-04-29,3601,272.47,In-Store
Q2-01274,2023-06-12,4515,235.94,In-Store
Q2-01275,2023-06-28,1389,270.26,Phone
Q2-01276,2023-06-08,3336,295.35,In-Store
Q2-01277,2023-05-09,1661,436.52,In-Store
Q2-01278,2023-06-20,3089,496.54,Phone
Q2-01279,2023-06-17,3987,24.11,Phone
Q2-01280,2023-06-29,4961,280.61,In-Store
Q2-01281,2023-05-19,1851,56.63,In-Store
Q2-01282,2023-06-01,1649,151.09,In-Store
Q2-01283,2023-06-12,2690,191.07,In-Store
Q2-01284,2023-05-03,3844,153.81,Phone
Q2-01285,2023-05-12,4958,194.01,Phone
Q2-01286,2023-06-10,3676,208.94,Online
Q2-01287,2023-05-28,3501,16.9,Online
Q2-01288,2023-06-05,1978,19.45,Online
Q2-01289,2023-06-12,227,62.21,In-Store
Q2-01290,2023-04-29,3970,209.62,Phone
Q2-01291,2023-05-17,3339,252.0,Phone
Q2-01292,2023-06-20,4626,70.25,Phone
Q2-01293,2023-05-20,3031,44.61,Phone
Q2-01294,2023-05-23,1341,414.98,Phone
Q2-01295,2023-05-08,1284,234.92,In-Store
Q2-01296,2023-06-17,3096,258.14,In-Store
Q2-01297,2023-06-04,209,374.45,In-Store
Q2-01298,2023-04-08,410,397.02,Phone
Q2-01299,2023-05-28,1869,262.8,Online
Q2-01300,2023-05-14,351,238.74,Phone
Q2-01301,2023-05-20,22,23.45,Online
Q2-01302,2023-04-27,4738,466.39,Phone
Q2-01303,2023-06-12,2017,269.21,Phone
Q2-01304,2023-06-01,2226,115.13,Online
Q2-01305,2023-06-29,1839,403.34,In-Store
Q2-01306,2023-04-18,3273,157.35,In-Store
Q2-01307,2023-05-21,613,230.96,Online
Q2-01308,2023-04-01,2563,341.87,Online
Q2-01309,2023-05-30,328,333.56,Online
Q2-01310,2023-04-15,2183,403.17,Online
Q2-01311,2023-06-15,1021,479.41,Online
Q2-01312,2023-04-03,2693,434.08,In-Store
Q2-01313,2023-05-03,811,380.63,Online
Q2-01314,2023-06-14,4449,151.6,Phone
Q2-01315,2023-04-28,3595,385.88,Online
Q2-01316,2023-05-10,3558,334.29,Online
Q2-01317,2023-04-29,4529,113.39,In-Store
Q2-01318,2023-06-11,1182,151.55,Online
Q2-01319,2023-05-13,2799,424.53,In-Store
Q2-01320,2023-04-04,2548,174.2,In-Store
Q2-01321,2023-05-07,2179,91.31,Phone
Q2-01322,2023-05-01,3185,254.08,Online
Q2-01323,2023-06-28,3828,79.11,Phone
Q2-01324,2023-06-04,3343,124.14,Online
Q2-01325,2023-04-10,435,16.79,Online
Q2-01326,2023-06-16,1471,245.92,In-Store
Q2-01327,2023-06-28,1815,417.55,Online
Q2-01328,2023-04-14,4172,446.17,Phone
Q2-01329,2023-04-04,4185,36.73,Phone
Q2-01330,2023-04-24,4229,458.07,Phone
Q2-01331,2023-06-18,4089,498.34,In-Store
Q2-01332,2023-06-11,4306,202.95,Online
Q2-01333,2023-05-11,1372,102.46,Phone
Q2-01334,2023-04-17,352,462.46,Phone
Q2-01335,2023-04-29,1308,13.97,In-Store
Q2-01336,2023-06-20,91,317.23,Phone
Q2-01337,2023-04-01,2673,248.32,In-Store
Q2-01338,2023-05-29,4865,499.89,Phone
Q2-01339,2023-04-02,1509,440.2,Phone
Q2-01340,2023-05-20,3570,396.68,In-Store
Q2-01341,2023-05-25,2759,276.52,Phone
Q2-01342,2023-05-11,2037,302.49,In-Store
Q2-01343,2023-06-02,4504,283.26,In-Store
Q2-01344,2023-06-16,1456,323.62,Phone
Q2-01345,2023-06-09,313,436.22,In-Store
Q2-01346,2023-04-18,2948,248.05,Online
Q2-01347,2023-04-06,3363,309.6,In-Store
Q2-01348,2023-04-24,2438,368.15,Online
Q2-01349,2023-06-16,885,335.9,Online
Q2-01350,2023-04-10,4714,455.2,Online
Q2-01351,2023-06-02,2740,463.61,Online
Q2-01352,2023-06-01,3335,366.7,Online
Q2-01353,2023-04-02,2095,323.44,In-Store
Q2-01354,2023-06-17,4197,107.51,Online
Q2-01355,2023-06-02,2920,67.25,Phone
Q2-01356,2023-05-28,4023,447.36,Online
Q2-01357,2023-04-30,2363,198.96,In-Store
Q2-01358,2023-04-06,3317,262.57,Online
Q2-01359,2023-06-18,214,339.43,Online
Q2-01360,2023-05-24,1588,67.91,Online
Q2-01361,2023-04-19,4727,440.72,In-Store
Q2-01362,2023-05-09,1836,276.65,Phone
Q2-01363,2023-06-09,4159,454.78,In-Store
Q2-01364,2023-06-06,4741,319.33,Phone
Q2-01365,2023-04-18,4455,442.06,Phone
Q2-01366,2023-06-24,1529,195.35,In-Store
Q2-01367,2023-04-18,1139,198.21,Online
Q2-01368,2023-04-11,434,81.15,In-Store
Q2-01369,2023-04-01,3241,293.7,Phone
Q2-01370,2023-04-17,2146,45.8,Online
Q2-01371,2023-05-24,4842,483.6,Phone
Q2-01372,2023-05-05,4740,331.02,Online
Q2-01373,2023-05-18,3633,221.07,Online
Q2-01374,2023-04-05,4949,55.21,Phone
Q2-01375,2023-06-29,1834,498.23,Online
Q2-01376,2023-06-22,3896,403.84,In-Store
Q2-01377,2023-06-24,2108,395.76,Phone
Q2-01378,2023-05-17,2858,154.28,Online
Q2-01379,2023-05-27,3890,370.03,In-Store
Q2-01380,2023-05-12,2908,476.39,Phone
Q2-01381,2023-05-04,3160,100.9,Online
Q2-01382,2023-04-27,2347,129.29,Phone
Q2-01383,2023-05-09,4750,86.54,Online
Q2-01384,2023-06-03,235,56.88,In-Store
Q2-01385,2023-05-17,1889,93.93,Online
Q2-01386,2023-04-29,1740,415.85,In-Store
Q2-01387,2023-04-27,3460,376.36,Phone
Q2-01388,2023-05-18,2260,35.52,Online
Q2-01389,2023-06-07,347,478.78,Phone
Q2-01390,2023-06-20,1538,447.26,Phone
Q2-01391,2023-06-20,1571,361.58,Online
Q2-01392,2023-05-23,3197,481.89,Phone
Q2-01393,2023-04-26,1924,384.95,Phone
Q2-01394,2023-06-25,377,249.17,In-Store
Q2-01395,2023-05-18,4745,91.71,In-Store
Q2-01396,2023-06-26,3849,150.15,Online
Q2-01397,2023-05-24,599,493.09,Online
Q2-01398,2023-06-23,2204,12.39,Online
Q2-01399,2023-05-05,3148,204.99,Online
Q2-01400,2023-06-18,3436,128.82,Phone
Q2-01401,2023-04-07,1975,249.55,Online
Q2-01402,2023-04-19,3678,34.63,Online
Q2-01403,2023-04-12,326,181.38,Phone
Q2-01404,2023-04-05,4598,186.36,Phone
Q2-01405,2023-05-08,4321,188.89,Phone
Q2-01406,2023-04-05,1710,66.99,In-Store
Q2-01407,2023-06-17,3358,53.8,Phone
Q2-01408,2023-05-30,275,370.29,Phone
Q2-01409,2023-04-25,3795,166.35,Phone
Q2-01410,2023-04-21,454,448.95,Online
Q2-01411,2023-05-14,3068,407.15,In-Store
Q2-01412,2023-05-28,641,88.98,In-Store
Q2-01413,2023-04-09,1488,103.87,Online
Q2-01414,2023-06-26,3300,44.45,Online
Q2-01415,2023-05-31,2357,496.69,In-Store
Q2-01416,2023-05-07,2066,276.16,In-Store
Q2-01417,2023-04-29,9,392.36,Online
Q2-01418,2023-05-06,1959,68.72,In-Store
Q2-01419,2023-06-13,3964,92.26,In-Store
Q2-01420,2023-05-15,1813,155.62,In-Store
Q2-01421,2023-04-22,741,202.49,Phone
Q2-01422,2023-06-19,457,319.21,Online
Q2-01423,2023-05-25,4483,426.63,Phone
Q2-01424,2023-04-17,4018,461.56,Online
Q2-01425,2023-04-24,234,349.67,Online
Q2-01426,2023-05-21,2642,483.82,Online
Q2-01427,2023-06-06,548,101.63,Online
Q2-01428,2023-04-19,747,230.05,In-Store
Q2-01429,2023-06-20,531,74.4,Online
Q2-01430,2023-06-07,2353,491.2,Online
Q2-01431,2023-04-10,3766,54.2,Online
Q2-01432,2023-06-07,3197,109.19,In-Store
Q2-01433,2023-04-28,1768,11.61,In-Store
Q2-01434,2023-06-29,2026,47.23,In-Store
Q2-01435,2023-06-08,2927,451.99,Online
Q2-01436,2023-06-16,392,393.76,Online
Q2-01437,2023-05-17,4108,493.5,Online
Q2-01438,2023-06-24,4621,191.69,Phone
Q2-01439,2023-05-25,4630,221.16,Phone
Q2-01440,2023-04-12,3365,389.41,Phone
Q2-01441,2023-05-04,3688,239.34,Online
Q2-01442,2023-05-24,2491,22.91,Phone
Q2-01443,2023-06-23,1102,314.16,In-Store
Q2-01444,2023-05-29,1293,407.07,Phone
Q2-01445,2023-05-07,35,321.66,Phone
Q2-01446,2023-06-11,2405,274.45,Phone
Q2-01447,2023-06-15,3491,456.92,Online
Q2-01448,2023-06-06,4114,163.35,Phone
Q2-01449,2023-04-03,1166,491.11,Online
Q2-01450,2023-04-17,4248,450.32,Phone
Q2-01451,2023-04-06,377,402.93,Phone
Q2-01452,2023-04-04,3091,265.98,In-Store
Q2-01453,2023-06-29,479,76.79,In-Store
Q2-01454,2023-06-15,1995,284.01,Online
Q2-01455,2023-05-17,1483,172.19,Phone
Q2-01456,2023-04-13,4160,481.44,Online
Q2-01457,2023-04-23,1326,254.93,Phone
Q2-01458,2023-06-13,4685,461.95,Online
Q2-01459,2023-04-16,1203,45.93,In-Store
Q2-01460,2023-04-11,2460,8.03,Phone
Q2-01461,2023-06-27,1804,304.19,Phone
Q2-01462,2023-05-02,3951,476.31,Phone
Q2-01463,2023-06-13,4826,445.52,Online
Q2-01464,2023-05-08,1919,349.56,Phone
Q2-01465,2023-04-24,689,60.37,In-Store
Q2-01466,2023-04-07,1000,451.54,Phone
Q2-01467,2023-04-10,3440,259.13,Phone
Q2-01468,2023-06-27,1169,360.5,Online
Q2-01469,2023-06-20,1544,308.1,Online
Q2-01470,2023-04-02,3226,272.27,Online
Q2-01471,2023-05-15,2521,490.86,In-Store
Q2-01472,2023-05-16,3989,137.39,Online
Q2-01473,2023-06-14,4700,485.9,Online
Q2-01474,2023-06-17,1968,225.77,Phone
Q2-01475,2023-06-16,352,203.29,Online
Q2-01476,2023-06-10,2833,100.49,Online
Q2-01477,2023-06-11,918,477.66,In-Store
Q2-01478,2023-04-21,1015,320.16,Online
Q2-01479,2023-05-17,1419,498.53,Online
Q2-01480,2023-05-08,4681,481.11,Online
Q2-01481,2023-06-02,680,187.33,Phone
Q2-01482,2023-05-09,4723,221.78,Online
Q2-01483,2023-05-23,643,362.11,Phone
Q2-01484,2023-05-06,3553,376.03,Phone
Q2-01485,2023-06-25,1414,68.42,Phone
Q2-01486,2023-06-23,4361,426.42,Phone
Q2-01487,2023-04-02,2796,441.71,Phone
Q2-01488,2023-06-15,848,150.05,Online
Q2-01489,2023-04-13,1602,415.93,Phone
Q2-01490,2023-04-24,1714,77.57,Online
Q2-01491,2023-06-28,1766,188.62,In-Store
Q2-01492,2023-06-09,2388,248.72,Online
Q2-01493,2023-04-12,4483,324.15,Phone
Q2-01494,2023-04-04,3060,417.24,Online
Q2-01495,2023-04-25,2133,494.09,Phone
Q2-01496,2023-05-21,43,272.05,Online
Q2-01497,2023-06-14,1103,234.16,Phone
Q2-01498,2023-05-04,4085,257.7,Online
Q2-01499,2023-06-19,3092,197.59,Online
Q2-01500,2023-05-03,604,316.78,Online
Q2-01501,2023-06-01,2000,392.71,Online
Q2-01502,2023-04-17,3367,423.91,Online
Q2-01503,2023-05-29,4938,249.37,Phone
Q2-01504,2023-05-21,1081,365.56,In-Store
Q2-01505,2023-05-19,3623,97.9,Online
Q2-01506,2023-05-13,3114,134.59,In-Store
Q2-01507,2023-05-11,3787,397.12,Online
Q2-01508,2023-06-23,569,438.26,Phone
Q2-01509,2023-04-19,2765,341.81,In-Store
Q2-01510,2023-04-03,3972,65.78,Phone
Q2-01511,2023-04-14,680,35.89,In-Store
Q2-01512,2023-06-02,1457,213.01,Online
Q2-01513,2023-05-26,2556,15.51,Online
Q2-01514,2023-06-10,3350,266.44,In-Store
Q2-01515,2023-04-25,99,342.41,Phone
Q2-01516,2023-06-03,1436,92.42,Online
Q2-01517,2023-04-13,2149,276.47,Online
Q2-01518,2023-06-28,1954,41.78,In-Store
Q2-01519,2023-05-11,4653,44.45,Phone
Q2-01520,2023-04-10,3024,483.49,Online
Q2-01521,2023-05-18,1613,162.67,Phone
Q2-01522,2023-05-28,3289,334.38,In-Store
Q2-01523,2023-06-11,4296,74.67,Phone
Q2-01524,2023-04-13,1480,459.67,In-Store
Q2-01525,2023-05-18,1397,335.76,Phone
Q2-01526,2023-04-18,2936,152.29,In-Store
Q2-01527,2023-05-08,3717,100.16,Phone
Q2-01528,2023-05-06,4134,210.21,Online
Q2-01529,2023-04-10,2497,420.65,Phone
Q2-01530,2023-04-12,413,230.43,Online
Q2-01531,2023-04-20,1452,103.05,Online
Q2-01532,2023-06-25,2601,481.15,In-Store
Q2-01533,2023-04-13,1824,470.28,Phone
Q2-01534,2023-04-23,1844,210.23,Online
Q2-01535,2023-04-11,1946,253.53,Online
Q2-01536,2023-05-19,4119,435.61,Phone
Q2-01537,2023-04-07,4434,241.13,In-Store
Q2-01538,2023-06-05,4258,446.78,Online
Q2-01539,2023-05-09,366,412.99,Online
Q2-01540,2023-04-19,3767,213.13,In-Store
Q2-01541,2023-05-06,1637,438.82,In-Store
Q2-01542,2023-04-17,925,126.8,Online
Q2-01543,2023-05-24,3657,53.35,In-Store
Q2-01544,2023-06-06,1198,484.58,Online
Q2-01545,2023-04-12,3298,22.16,In-Store
Q2-01546,2023-04-25,1766,69.79,In-Store
Q2-01547,2023-05-25,3400,293.21,Online
Q2-01548,2023-06-15,1343,407.6,Phone
Q2-01549,2023-05-31,1409,45.64,Phone
Q2-01550,2023-05-21,3683,455.73,Online
Q2-01551,2023-06-27,4809,436.72,Phone
Q2-01552,2023-06-05,3744,338.09,In-Store
Q2-01553,2023-06-01,3803,126.51,Online
Q2-01554,2023-05-13,1479,443.85,Online
Q2-01555,2023-05-07,2274,263.0,Phone
Q2-01556,2023-05-14,2018,319.54,In-Store
Q2-01557,2023-06-18,1212,197.11,Online
Q2-01558,2023-04-19,3694,440.01,In-Store
Q2-01559,2023-06-22,4930,498.79,Online
Q2-01560,2023-04-25,1110,297.88,In-Store
Q2-01561,2023-06-07,316,112.61,Phone
Q2-01562,2023-04-07,4984,20.13,In-Store
Q2-01563,2023-04-24,2348,211.71,In-Store
Q2-01564,2023-06-04,3350,134.91,Online
Q2-01565,2023-05-26,2159,433.53,Online
Q2-01566,2023-05-13,336,294.72,In-Store
Q2-01567,2023-05-27,2510,8.01,Online
Q2-01568,2023-06-24,3985,267.6,Online
Q2-01569,2023-04-02,771,383.42,Online
Q2-01570,2023-05-02,1443,298.14,Phone
Q2-01571,2023-04-19,4517,465.27,In-Store
Q2-01572,2023-05-21,3584,448.37,Phone
Q2-01573,2023-05-30,717,98.95,Online
Q2-01574,2023-05-06,3341,248.96,In-Store
Q2-01575,2023-04-06,395,423.69,Online
Q2-01576,2023-06-12,3078,449.22,In-Store
Q2-01577,2023-05-05,4341,340.8,In-Store
Q2-01578,2023-06-30,2931,260.86,Online
Q2-01579,2023-04-07,4692,227.82,Phone
Q2-01580,2023-04-30,3568,44.88,Phone
Q2-01581,2023-05-11,3767,340.23,In-Store
Q2-01582,2023-06-03,1432,350.13,In-Store
Q2-01583,2023-06-23,627,165.26,Online
Q2-01584,2023-05-08,4908,398.08,Phone
Q2-01585,2023-04-12,1225,129.33,In-Store
Q2-01586,2023-05-13,525,343.39,In-Store
Q2-01587,2023-04-29,1585,106.09,Online
Q2-01588,2023-04-25,2188,481.54,Phone
Q2-01589,2023-05-14,1536,247.27,Phone
Q2-01590,2023-04-27,4845,356.25,In-Store
Q2-01591,2023-06-24,2998,393.44,Phone
Q2-01592,2023-04-23,686,182.81,Online
Q2-01593,2023-05-04,1888,373.89,Phone
Q2-01594,2023-04-30,2610,176.74,Online
Q2-01595,2023-05-04,3343,175.27,Online
Q2-01596,2023-04-01,4559,348.0,Online
Q2-01597,2023-06-09,3832,151.65,Phone
Q2-01598,2023-04-12,2431,390.71,Phone
Q2-01599,2023-04-04,3254,181.75,In-Store
Q2-01600,2023-05-17,4171,31.51,In-Store
Q2-01601,2023-05-31,1065,380.77,In-Store
Q2-01602,2023-05-18,3594,223.74,Online
Q2-01603,2023-04-22,2825,218.43,Online
Q2-01604,2023-05-05,4430,263.58,Phone
Q2-01605,2023-05-30,3160,99.56,Phone
Q2-01606,2023-06-23,4176,446.45,Phone
Q2-01607,2023-06-19,1187,409.68,In-Store
Q2-01608,2023-04-04,225,232.07,In-Store
Q2-01609,2023-04-07,1680,289.7,Phone
Q2-01610,2023-04-22,535,411.37,In-Store
Q2-01611,2023-05-18,593,319.88,In-Store
Q2-01612,2023-05-25,656,391.85,Online
Q2-01613,2023-04-08,4047,68.42,In-Store
Q2-01614,2023-05-10,4429,289.33,Online
Q2-01615,2023-06-04,2305,270.29,Phone
Q2-01616,2023-05-31,4938,336.91,In-Store
Q2-01617,2023-06-19,3228,298.86,Online
Q2-01618,2023-06-20,3747,375.21,Online
Q2-01619,2023-05-17,1274,249.86,Online
Q2-01620,2023-06-18,4804,387.13,Phone
Q2-01621,2023-04-10,400,127.06,Online
Q2-01622,2023-05-20,444,350.25,Online
Q2-01623,2023-04-12,3829,409.63,Online
Q2-01624,2023-06-10,3676,406.11,Phone
Q2-01625,2023-05-07,4048,171.76,Phone
Q2-01626,2023-05-22,4786,121.33,In-Store
Q2-01627,2023-04-23,4469,227.44,In-Store
Q2-01628,2023-05-22,69,361.74,In-Store
Q2-01629,2023-05-16,1958,390.73,In-Store
Q2-01630,2023-05-12,1531,224.36,Online
Q2-01631,2023-05-19,4680,410.6,Online
Q2-01632,2023-06-08,1192,418.96,Online
Q2-01633,2023-06-28,3405,255.14,In-Store
Q2-01634,2023-04-21,1531,127.57,Online
Q2-01635,2023-06-05,343,199.66,In-Store
Q2-01636,2023-04-01,1579,149.6,In-Store
Q2-01637,2023-05-13,3479,180.21,Phone
Q2-01638,2023-04-27,4839,112.83,In-Store
Q2-01639,2023-06-15,740,496.74,Online
Q2-01640,2023-04-15,3443,59.93,In-Store
Q2-01641,2023-04-22,826,461.74,In-Store
Q2-01642,2023-06-06,4429,120.84,Online
Q2-01643,2023-06-26,3216,125.92,In-Store
Q2-01644,2023-06-29,825,265.94,In-Store
Q2-01645,2023-04-13,1956,148.06,Phone
Q2-01646,2023-06-17,783,255.21,In-Store
Q2-01647,2023-06-30,4594,281.42,Phone
Q2-01648,2023-05-04,123,499.14,In-Store
Q2-01649,2023-04-14,4496,453.17,Phone
Q2-01650,2023-05-12,4932,162.32,Online
Q2-01651,2023-06-21,98,62.53,In-Store
Q2-01652,2023-06-06,1032,471.33,Phone
Q2-01653,2023-05-16,889,139.86,In-Store
Q2-01654,2023-05-28,1106,210.3,Phone
Q2-01655,2023-05-10,1190,311.1,Phone
Q2-01656,2023-04-28,3640,488.2,In-Store
Q2-01657,2023-06-05,2953,469.1,Phone
Q2-01658,2023-06-04,1131,178.33,Online
Q2-01659,2023-06-12,2310,89.19,In-Store
Q2-01660,2023-06-25,3908,424.63,In-Store
Q2-01661,2023-05-26,1248,111.8,Online
Q2-01662,2023-05-27,4085,92.48,Online
Q2-01663,2023-04-01,3877,187.94,Phone
Q2-01664,2023-05-29,2608,120.46,Phone
Q2-01665,2023-06-01,188,16.99,Phone
Q2-01666,2023-05-24,785,420.83,Online
Q2-01667,2023-06-13,4666,477.31,In-Store
Q2-01668,2023-05-17,1284,433.42,Phone
Q2-01669,2023-06-14,1335,282.84,In-Store
Q2-01670,2023-06-16,3958,168.11,In-Store
Q2-01671,2023-04-22,1168,250.67,In-Store
Q2-01672,2023-05-06,2414,94.98,Online
Q2-01673,2023-06-25,97,220.4,In-Store
Q2-01674,2023-06-01,2393,104.35,Online
Q2-01675,2023-06-19,4155,232.04,Online
Q2-01676,2023-06-09,3235,326.38,In-Store
Q2-01677,2023-04-10,4494,362.89,Online
Q2-01678,2023-05-04,2010,130.6,In-Store
Q2-01679,2023-06-18,1044,267.86,Phone
Q2-01680,2023-05-01,3803,216.1,Phone
Q2-01681,2023-05-18,1027,225.33,Phone
Q2-01682,2023-04-17,1072,355.09,Phone
Q2-01683,2023-05-02,1316,36.17,In-Store
Q2-01684,2023-06-13,794,115.53,Phone
Q2-01685,2023-05-29,2033,191.56,Online
Q2-01686,2023-05-31,1382,180.03,Online
Q2-01687,2023-05-27,1400,59.23,In-Store
Q2-01688,2023-05-24,2633,281.24,Online
Q2-01689,2023-05-18,4383,390.88,In-Store
Q2-01690,2023-06-21,146,170.23,Phone
Q2-01691,2023-05-11,251,8.96,Online
Q2-01692,2023-05-21,1751,290.34,In-Store
Q2-01693,2023-06-10,2997,362.59,Online
Q2-01694,2023-06-02,1480,447.76,Phone
Q2-01695,2023-06-01,3165,499.81,Online
Q2-01696,2023-06-12,3410,199.99,Phone
Q2-01697,2023-06-06,1650,113.19,In-Store
Q2-01698,2023-05-31,538,353.57,In-Store
Q2-01699,2023-05-19,931,154.47,In-Store
Q2-01700,2023-04-09,2384,206.88,Online
Q2-01701,2023-06-26,2396,334.39,Phone
Q2-01702,2023-05-12,4428,462.07,Phone
Q2-01703,2023-06-11,4299,116.14,Online
Q2-01704,2023-04-22,982,177.11,Online
Q2-01705,2023-06-04,3015,383.88,Phone
Q2-01706,2023-06-25,485,431.49,In-Store
Q2-01707,2023-05-27,2023,247.35,Phone
Q2-01708,2023-05-16,639,92.56,Phone
Q2-01709,2023-06-28,3224,62.48,Phone
Q2-01710,2023-04-03,797,472.33,In-Store
Q2-01711,2023-04-19,2221,34.11,In-Store
Q2-01712,2023-05-28,1288,465.96,Phone
Q2-01713,2023-05-31,2566,35.16,Phone
Q2-01714,2023-04-04,3986,193.39,Phone
Q2-01715,2023-04-05,2423,139.21,Phone
Q2-01716,2023-04-28,2334,253.04,Online
Q2-01717,2023-06-12,2010,499.23,In-Store
Q2-01718,2023-04-16,1367,350.66,Online
Q2-01719,2023-05-21,1133,242.25,In-Store
Q2-01720,2023-05-02,131,157.42,In-Store
Q2-01721,2023-05-19,28,25.64,Phone
Q2-01722,2023-06-16,4971,373.36,Online
Q2-01723,2023-06-07,3279,278.61,In-Store
Q2-01724,2023-05-21,134,286.72,In-Store
Q2-01725,2023-04-08,777,425.96,In-Store
Q2-01726,2023-05-06,262,386.68,Online
Q2-01727,2023-05-22,1394,444.97,Phone
Q2-01728,2023-04-23,3860,126.92,Phone
Q2-01729,2023-04-05,3514,495.92,Phone
Q2-01730,2023-06-23,831,287.18,In-Store
Q2-01731,2023-05-03,2893,42.3,In-Store
Q2-01732,2023-04-27,4483,499.48,Online
Q2-01733,2023-06-15,2067,136.36,Phone
Q2-01734,2023-06-23,3510,89.61,In-Store
Q2-01735,2023-05-22,4154,5.82,In-Store
Q2-01736,2023-06-19,879,410.17,Phone
Q2-01737,2023-06-20,1443,58.59,In-Store
Q2-01738,2023-05-25,682,474.61,Online
Q2-01739,2023-04-06,3851,5.21,In-Store
Q2-01740,2023-06-16,4593,210.4,In-Store
Q2-01741,2023-04-30,2124,257.73,Phone
Q2-01742,2023-04-13,547,447.65,Online
Q2-01743,2023-06-29,1388,131.39,Online
Q2-01744,2023-05-19,44,498.21,Phone
Q2-01745,2023-06-19,3437,18.15,In-Store
Q2-01746,2023-06-27,2925,40.4,Online
Q2-01747,2023-04-23,3974,204.77,In-Store
Q2-01748,2023-04-19,65,250.7,In-Store
Q2-01749,2023-04-11,1768,225.69,Phone
Q2-01750,2023-05-15,2999,492.91,Phone
Q2-01751,2023-05-15,648,446.89,In-Store
Q2-01752,2023-05-24,1103,172.42,Phone
Q2-01753,2023-06-27,2764,391.53,Online
Q2-01754,2023-06-22,366,374.92,Phone
Q2-01755,2023-05-22,4133,362.63,Phone
