transaction_id,sale_date,customer_id,amount,channel
Q1-01218,2023-03-28,1609,413.98,In-Store
Q1-01219,2023-02-18,1427,436.96,Online
Q1-01220,2023-01-12,4442,142.89,Online
Q1-01221,2023-02-02,1435,336.97,Online
Q1-01222,2023-03-23,3707,303.55,Phone
Q1-01223,2023-01-01,3835,85.68,Phone
Q1-01224,2023-02-15,146,366.34,In-Store
Q1-01225,2023-03-09,4829,498.37,In-Store
Q1-01226,2023-01-16,76,437.29,In-Store
Q1-01227,2023-03-15,2603,211.6,Phone
Q1-01228,2023-03-28,782,324.64,Phone
Q1-01229,2023-01-10,1157,27.14,Online
Q1-01230,2023-02-08,3791,152.0,In-Store
Q1-01231,2023-01-20,2175,84.19,In-Store
Q1-01232,2023-03-27,1333,98.24,Online
Q1-01233,2023-01-20,2806,256.06,Phone
Q1-01234,2023-01-26,1454,109.67,Phone
Q1-01235,2023-02-21,3847,224.04,Online
Q1-01236,2023-03-27,4904,176.12,Phone
Q1-01237,2023-03-10,1886,330.03,Online
Q1-01238,2023-02-19,1970,205.89,In-Store
Q1-01239,2023-01-15,3598,164.07,In-Store
Q1-01240,2023-03-13,908,100.05,Online
Q1-01241,2023-02-09,4558,55.69,In-Store
Q1-01242,2023-02-13,4983,228.79,Phone
Q1-01243,2023-02-20,2219,352.92,Phone
Q1-01244,2023-01-31,3226,409.09,Online
Q1-01245,2023-03-08,2258,137.74,Online
Q1-01246,2023-01-21,4619,170.73,Phone
Q1-01247,2023-01-04,2613,8.91,Online
Q1-01248,2023-01-17,4037,341.11,In-Store
Q1-01249,2023-02-17,1887,129.98,Online
Q1-01250,2023-02-24,4898,344.35,In-Store
Q1-01251,2023-01-21,1114,78.47,Online
Q1-01252,2023-01-17,3503,24.02,Online
Q1-01253,2023-02-17,2735,364.09,In-Store
Q1-01254,2023-03-05,798,397.06,Online
Q1-01255,2023-01-04,1378,40.04,Online
Q1-01256,2023-01-04,1811,229.55,Phone
Q1-01257,2023-03-25,4022,117.56,In-Store
Q1-01258,2023-02-18,245,356.72,In-Store
Q1-01259,2023-03-26,3185,279.11,Phone
Q1-01260,2023-01-28,3345,74.82,Online
Q1-01261,2023-01-01,3803,466.97,Phone
Q1-01262,2023-02-05,4475,249.32,Online
Q1-01263,2023-02-20,540,5.06,Online
Q1-01264,2023-01-27,3458,230.0,In-Store
Q1-01265,2023-02-02,1397,498.5,Phone
Q1-01266,2023-03-28,2155,254.2,Phone
Q1-01267,2023-01-26,2147,237.66,Online
Q1-01268,2023-03-06,3110,452.81,Phone
Q1-01269,2023-02-03,3559,145.53,In-Store
Q1-01270,2023-03-30,3963,16.53,Phone
Q1-01271,2023-03-30,1286,287.4,Online
Q1-01272,2023-02-12,2837,231.79,In-Store
Q1-01273,2023-02-01,166,16.13,Phone
Q1-01274,2023-01-14,3446,466.29,Online
Q1-01275,2023-01-04,2241,328.94,Online
Q1-01276,2023-01-01,1903,26.01,In-Store
Q1-01277,2023-03-25,4889,174.99,Phone
Q1-01278,2023-01-29,2031,93.9,Online
Q1-01279,2023-02-08,2638,155.95,Phone
Q1-01280,2023-02-24,2052,486.16,Phone
Q1-01281,2023-02-23,4568,56.88,Phone
Q1-01282,2023-02-09,1782,316.79,Online
Q1-01283,2023-01-09,2722,321.28,Phone
Q1-01284,2023-01-07,3837,27.45,In-Store
Q1-01285,2023-03-30,3548,370.88,Online
Q1-01286,2023-03-24,1275,416.99,Phone
Q1-01287,2023-02-10,1766,26.67,Phone
Q1-01288,2023-03-09,605,258.8,Online
Q1-01289,2023-01-25,2,385.09,Phone
Q1-01290,2023-01-12,2194,460.66,In-Store
Q1-01291,2023-01-11,3667,34.05,Online
Q1-01292,2023-02-26,2646,10.57,Phone
Q1-01293,2023-03-24,4980,314.55,In-Store
Q1-01294,2023-03-16,3152,241.3,In-Store
Q1-01295,2023-02-23,3786,63.09,Online
Q1-01296,2023-02-07,3377,278.9,Phone
Q1-01297,2023-02-19,2130,359.32,In-Store
Q1-01298,2023-03-28,4614,486.41,Online
Q1-01299,2023-01-30,2861,448.64,Phone
Q1-01300,2023-01-31,471,49.32,Phone
Q1-01301,2023-02-19,527,17.75,Online
Q1-01302,2023-02-22,1069,159.93,Phone
Q1-01303,2023-01-31,3740,37.58,Online
Q1-01304,2023-01-26,3473,145.78,Online
Q1-01305,2023-03-08,2584,316.55,Phone
Q1-01306,2023-01-05,3213,484.64,Phone
Q1-01307,2023-02-25,3840,118.93,In-Store
Q1-01308,2023-03-04,4209,149.47,Phone
Q1-01309,2023-02-16,438,361.08,In-Store
Q1-01310,2023-02-05,2288,441.22,Online
Q1-01311,2023-03-10,2541,270.11,Online
Q1-01312,2023-01-11,3681,60.9,Online
Q1-01313,2023-02-22,2280,371.23,In-Store
Q1-01314,2023-02-01,2232,497.58,Phone
Q1-01315,2023-03-02,1026,456.48,In-Store
Q1-01316,2023-02-28,3529,425.92,Phone
Q1-01317,2023-01-30,329,442.24,Online
Q1-01318,2023-01-11,3121,298.43,Phone
Q1-01319,2023-03-11,256,452.35,In-Store
Q1-01320,2023-02-21,4287,29.27,Phone
Q1-01321,2023-02-24,3149,174.91,In-Store
Q1-01322,2023-02-21,864,490.3,Online
Q1-01323,2023-03-03,834,265.97,In-Store
Q1-01324,2023-02-13,2661,181.64,In-Store
Q1-01325,2023-03-16,182,101.55,Phone
Q1-01326,2023-03-24,929,42.94,In-Store
Q1-01327,2023-01-28,3158,435.08,Online
Q1-01328,2023-02-16,153,242.41,In-Store
Q1-01329,2023-01-15,3433,233.1,Online
Q1-01330,2023-02-03,4307,438.51,In-Store
Q1-01331,2023-02-05,249,494.46,Online
Q1-01332,2023-03-06,659,416.23,Online
Q1-01333,2023-01-14,561,17.37,In-Store
Q1-01334,2023-01-14,1531,23.78,In-Store
Q1-01335,2023-01-15,2121,256.17,In-Store
Q1-01336,2023-03-03,2809,230.44,In-Store
Q1-01337,2023-01-28,4233,237.32,Online
Q1-01338,2023-02-23,2140,392.47,In-Store
Q1-01339,2023-01-23,4234,81.07,In-Store
Q1-01340,2023-02-06,4852,150.78,Online
Q1-01341,2023-02-13,309,92.06,Phone
Q1-01342,2023-02-27,71,63.37,In-Store
Q1-01343,2023-02-10,2896,410.73,In-Store
Q1-01344,2023-02-08,321,213.71,Online
Q1-01345,2023-03-08,1953,216.55,Online
Q1-01346,2023-02-09,2094,186.38,Phone
Q1-01347,2023-02-22,1187,320.68,In-Store
Q1-01348,2023-01-01,4181,293.59,Online
Q1-01349,2023-03-01,3157,215.78,Online
Q1-01350,2023-03-20,3010,127.01,Online
Q1-01351,2023-03-10,2344,360.5,In-Store
Q1-01352,2023-01-13,1557,436.23,Phone
Q1-01353,2023-03-30,1044,229.08,In-Store
Q1-01354,2023-02-19,183,478.27,In-Store
Q1-01355,2023-02-14,2279,86.44,In-Store
Q1-01356,2023-03-10,4867,77.37,In-Store
Q1-01357,2023-01-26,3531,162.85,Online
Q1-01358,2023-02-07,148,65.49,In-Store
Q1-01359,2023-01-24,428,307.88,Phone
Q1-01360,2023-01-15,4623,275.38,Phone
Q1-01361,2023-01-31,4251,269.32,Phone
Q1-01362,2023-01-08,3510,175.84,Phone
Q1-01363,2023-01-06,4632,261.37,Phone
Q1-01364,2023-01-26,456,123.39,In-Store
Q1-01365,2023-02-22,1596,373.78,In-Store
Q1-01366,2023-01-03,32,394.03,In-Store
Q1-01367,2023-02-16,2336,153.47,In-Store
Q1-01368,2023-03-17,577,454.48,Online
Q1-01369,2023-01-02,1398,73.63,Online
Q1-01370,2023-03-18,4719,330.62,Online
Q1-01371,2023-01-14,1019,154.04,Online
Q1-01372,2023-03-14,3990,443.74,Online
Q1-01373,2023-03-25,3587,459.86,Phone
Q1-01374,2023-01-10,3866,478.7,Online
Q1-01375,2023-03-12,4956,173.24,In-Store
Q1-01376,2023-01-10,3353,172.4,Online
Q1-01377,2023-01-24,2558,238.12,Phone
Q1-01378,2023-03-09,3980,375.68,Online
Q1-01379,2023-01-19,1937,100.55,In-Store
Q1-01380,2023-03-19,2046,443.03,Phone
Q1-01381,2023-02-10,962,81.89,In-Store
Q1-01382,2023-02-25,5000,463.75,In-Store
Q1-01383,2023-01-03,3971,105.97,Phone
Q1-01384,2023-02-18,2640,95.67,In-Store
Q1-01385,2023-03-27,4447,401.0,Online
Q1-01386,2023-03-31,3353,288.3,Phone
Q1-01387,2023-01-01,28,105.45,Online
Q1-01388,2023-03-23,3082,171.1,Online
Q1-01389,2023-03-11,4956,200.44,Phone
Q1-01390,2023-02-12,3075,386.03,Online
Q1-01391,2023-02-20,3255,473.26,In-Store
Q1-01392,2023-02-10,1377,11.88,In-Store
Q1-01393,2023-03-13,3101,436.55,Online
Q1-01394,2023-03-10,4314,313.6,Phone
Q1-01395,2023-03-18,3866,156.58,In-Store
Q1-01396,2023-03-26,4254,213.54,Phone
Q1-01397,2023-01-08,183,201.65,Online
Q1-01398,2023-03-12,45,381.43,Online
Q1-01399,2023-02-11,2942,455.1,In-Store
Q1-01400,2023-03-29,965,257.46,Phone
Q1-01401,2023-02-21,4857,339.55,In-Store
Q1-01402,2023-01-08,303,254.14,Phone
Q1-01403,2023-01-13,4254,197.63,Phone
Q1-01404,2023-01-04,2522,278.38,In-Store
Q1-01405,2023-01-13,246,450.21,In-Store
Q1-01406,2023-01-07,1451,79.48,Phone
Q1-01407,2023-01-28,154,203.73,In-Store
Q1-01408,2023-03-08,2523,146.68,Phone
Q1-01409,2023-02-03,1119,208.85,Phone
Q1-01410,2023-01-17,1525,341.24,Online
Q1-01411,2023-03-29,4494,217.17,Phone
Q1-01412,2023-01-05,1158,409.58,Phone
Q1-01413,2023-02-01,364,256.44,Phone
Q1-01414,2023-01-08,632,99.61,Online
Q1-01415,2023-02-21,3734,15.9,Phone
Q1-01416,2023-03-08,657,59.75,Online
Q1-01417,2023-03-15,896,171.37,In-Store
Q1-01418,2023-02-19,3618,400.19,Online
Q1-01419,2023-01-17,2202,192.87,In-Store
Q1-01420,2023-01-08,2735,36.44,Phone
Q1-01421,2023-01-06,179,194.82,Online
Q1-01422,2023-03-01,4536,11.11,Online
Q1-01423,2023-03-25,2084,237.8,Phone
Q1-01424,2023-03-19,4068,81.25,In-Store
Q1-01425,2023-01-12,2252,30.14,Online
Q1-01426,2023-03-18,4187,347.24,Phone
Q1-01427,2023-03-15,4449,151.74,In-Store
Q1-01428,2023-03-05,3041,478.24,Online
Q1-01429,2023-01-17,966,146.56,Phone
Q1-01430,2023-02-14,1020,353.12,In-Store
Q1-01431,2023-03-24,4438,270.04,Phone
Q1-01432,2023-02-13,4086,287.72,Phone
Q1-01433,2023-01-15,2184,103.24,In-Store
Q1-01434,2023-02-22,3973,480.86,Online
Q1-01435,2023-01-06,898,55.37,Phone
Q1-01436,2023-02-09,4468,456.81,Online
Q1-01437,2023-01-25,3834,379.8,Phone
Q1-01438,2023-01-19,3070,302.95,Online
Q1-01439,2023-03-04,2719,311.11,Phone
Q1-01440,2023-02-18,2401,243.63,Online
Q1-01441,2023-03-04,1250,475.04,In-Store
Q1-01442,2023-01-11,4623,449.71,In-Store
Q1-01443,2023-03-04,3834,383.98,Online
Q1-01444,2023-02-01,2329,345.04,Phone
Q1-01445,2023-02-20,2575,415.46,Online
Q1-01446,2023-03-13,2629,411.0,In-Store
Q1-01447,2023-03-06,4349,474.09,Online
Q1-01448,2023-03-29,1592,498.62,Online
Q1-01449,2023-02-19,293,174.03,Phone
Q1-01450,2023-02-15,1385,112.35,In-Store
Q1-01451,2023-03-05,3057,63.7,Online
Q1-01452,2023-03-28,1758,399.12,Online
Q1-01453,2023-03-12,4168,343.06,Online
Q1-01454,2023-01-06,1609,490.35,In-Store
Q1-01455,2023-01-14,2457,54.72,Online
Q1-01456,2023-03-15,403,459.06,Online
Q1-01457,2023-01-21,4116,136.36,Phone
Q1-01458,2023-02-17,720,266.43,Online
Q1-01459,2023-01-26,4920,298.92,Phone
Q1-01460,2023-01-29,2365,395.63,In-Store
Q1-01461,2023-03-13,2266,147.34,Online
Q1-01462,2023-01-09,1965,22.27,In-Store
Q1-01463,2023-03-27,4707,150.79,Online
Q1-01464,2023-03-31,2525,226.14,In-Store
Q1-01465,2023-02-28,2087,143.42,In-Store
Q1-01466,2023-03-21,3699,390.1,In-Store
Q1-01467,2023-02-09,4160,96.09,Online
Q1-01468,2023-03-22,4817,309.92,In-Store
Q1-01469,2023-03-28,1727,160.43,In-Store
Q1-01470,2023-02-06,238,151.4,Phone
Q1-01471,2023-03-20,766,477.31,Online
Q1-01472,2023-02-26,4559,355.71,Online
Q1-01473,2023-01-05,3181,50.92,In-Store
Q1-01474,2023-03-06,4427,46.62,Online
Q1-01475,2023-03-02,2895,451.22,In-Store
Q1-01476,2023-02-21,769,133.53,Phone
Q1-01477,2023-02-17,4516,475.99,In-Store
Q1-01478,2023-01-02,1388,304.89,Online
Q1-01479,2023-01-08,90,156.04,In-Store
Q1-01480,2023-01-20,658,118.3,In-Store
Q1-01481,2023-02-14,3646,490.02,Phone
Q1-01482,2023-03-18,2912,118.84,Phone
Q1-01483,2023-01-20,4301,389.11,Phone
Q1-01484,2023-01-12,4916,119.56,In-Store
Q1-01485,2023-02-22,4633,77.23,In-Store
Q1-01486,2023-01-14,3753,40.28,In-Store
Q1-01487,2023-03-27,4914,472.92,Online
Q1-01488,2023-02-03,1613,271.45,Phone
Q1-01489,2023-02-02,2089,92.4,In-Store
Q1-01490,2023-02-15,4483,174.95,Online
Q1-01491,2023-03-17,3730,436.0,Online
Q1-01492,2023-02-05,2452,118.32,Online
Q1-01493,2023-02-04,4263,339.7,In-Store
Q1-01494,2023-03-28,838,307.53,Online
Q1-01495,2023-02-20,2030,71.36,Online
Q1-01496,2023-01-26,3269,358.12,Phone
Q1-01497,2023-01-07,2511,171.06,Phone
Q1-01498,2023-01-19,668,280.48,Online
Q1-01499,2023-01-29,2311,7.44,In-Store
Q1-01500,2023-03-07,4186,67.15,Online
Q1-01501,2023-03-31,1449,173.67,Phone
Q1-01502,2023-01-31,4333,371.68,Online
Q1-01503,2023-02-01,4104,13.08,In-Store
Q1-01504,2023-01-06,3333,319.95,In-Store
Q1-01505,2023-01-06,2360,471.96,Phone
Q1-01506,2023-03-13,577,431.61,In-Store
Q1-01507,2023-02-08,4717,413.7,In-Store
Q1-01508,2023-02-10,529,136.61,Phone
Q1-01509,2023-01-26,1457,395.21,Online
Q1-01510,2023-03-27,4312,193.89,In-Store
Q1-01511,2023-03-16,4907,265.76,Phone
Q1-01512,2023-01-14,3544,314.39,Online
Q1-01513,2023-03-29,4953,339.62,Phone
Q1-01514,2023-02-07,709,480.06,Phone
Q1-01515,2023-01-02,1671,258.81,Phone
Q1-01516,2023-03-12,3749,153.4,Online
Q1-01517,2023-03-16,3349,456.6,Online
Q1-01518,2023-03-01,2992,337.02,Online
Q1-01519,2023-01-08,4379,392.76,In-Store
Q1-01520,2023-03-24,4934,479.96,In-Store
Q1-01521,2023-03-19,1575,399.06,Phone
Q1-01522,2023-02-22,3578,73.61,Online
Q1-01523,2023-02-26,4233,359.43,Phone
Q1-01524,2023-01-22,214,467.0,Online
Q1-01525,2023-02-16,4862,13.75,In-Store
Q1-01526,2023-03-01,4769,225.25,Online
Q1-01527,2023-02-04,2488,248.29,Phone
Q1-01528,2023-03-02,2573,258.86,Phone
Q1-01529,2023-01-13,3936,54.11,In-Store
Q1-01530,2023-03-24,2048,139.17,Phone
Q1-01531,2023-01-27,4176,142.51,Online
Q1-01532,2023-01-08,4567,259.35,Phone
Q1-01533,2023-01-27,445,234.46,Phone
Q1-01534,2023-03-17,2842,116.99,In-Store
Q1-01535,2023-02-24,855,28.99,Online
Q1-01536,2023-02-03,2590,161.61,In-Store
Q1-01537,2023-03-07,1680,260.24,Online
Q1-01538,2023-01-24,2299,369.48,Phone
Q1-01539,2023-03-02,2421,109.15,Phone
Q1-01540,2023-03-10,3516,214.24,Online
Q1-01541,2023-01-07,1190,141.67,In-Store
Q1-01542,2023-03-01,3309,494.94,In-Store
Q1-01543,2023-01-02,2326,354.95,Phone
Q1-01544,2023-02-12,4450,115.38,Online
Q1-01545,2023-01-25,2589,5.12,Phone
Q1-01546,2023-01-14,1941,367.14,In-Store
Q1-01547,2023-01-29,2159,462.5,Phone
Q1-01548,2023-01-04,1310,378.77,Phone
Q1-01549,2023-02-25,62,175.27,Online
Q1-01550,2023-02-10,3381,244.17,Online
Q1-01551,2023-02-27,3132,328.51,In-Store
Q1-01552,2023-03-24,93,164.34,Phone
Q1-01553,2023-03-17,2130,376.17,Phone
Q1-01554,2023-01-31,1664,15.36,In-Store
Q1-01555,2023-03-05,4930,335.17,Online
Q1-01556,2023-02-21,855,352.05,Online
Q1-01557,2023-03-29,3482,338.23,Online
Q1-01558,2023-02-06,2264,474.78,In-Store
Q1-01559,2023-03-02,3475,322.04,Online
Q1-01560,2023-03-14,2994,368.15,Online
Q1-01561,2023-01-01,757,400.5,Online
Q1-01562,2023-02-11,1176,54.55,Phone
Q1-01563,2023-01-13,3429,454.14,In-Store
Q1-01564,2023-03-01,4812,340.73,Online
Q1-01565,2023-02-11,4300,287.22,In-Store
Q1-01566,2023-03-29,3352,434.81,Online
Q1-01567,2023-03-30,571,211.98,Online
Q1-01568,2023-03-04,2099,104.96,Phone
Q1-01569,2023-02-15,4418,43.96,Online
Q1-01570,2023-01-01,145,172.78,In-Store
Q1-01571,2023-03-10,2760,81.47,Online
Q1-01572,2023-02-22,429,63.29,Online
Q1-01573,2023-02-07,4990,489.42,Online
Q1-01574,2023-02-12,740,31.38,In-Store
Q1-01575,2023-03-09,406,55.21,Phone
Q1-01576,2023-02-22,3434,380.76,Phone
Q1-01577,2023-02-24,1616,403.68,Online
Q1-01578,2023-01-08,1241,57.42,In-Store
Q1-01579,2023-02-19,4219,139.21,Phone
Q1-01580,2023-02-18,2259,488.57,Phone
Q1-01581,2023-01-23,4481,464.88,In-Store
Q1-01582,2023-01-23,1160,46.15,Online
Q1-01583,2023-01-13,363,232.73,Phone
Q1-01584,2023-01-15,4506,458.01,Phone
Q1-01585,2023-03-14,2546,109.81,In-Store
Q1-01586,2023-03-15,4883,189.17,Online
Q1-01587,2023-01-01,2702,264.8,In-Store
Q1-01588,2023-01-24,2080,53.84,In-Store
Q1-01589,2023-03-08,1949,374.21,Phone
Q1-01590,2023-01-11,3088,123.93,Online
Q1-01591,2023-01-21,465,125.81,In-Store
Q1-01592,2023-03-20,634,9.51,Online
Q1-01593,2023-01-29,379,487.32,In-Store
Q1-01594,2023-03-28,3599,34.42,Phone
Q1-01595,2023-02-20,2015,446.32,Phone
Q1-01596,2023-01-21,2419,486.32,In-Store
Q1-01597,2023-02-18,360,179.63,Phone
Q1-01598,2023-02-12,1264,15.23,Phone
Q1-01599,2023-02-11,4791,222.99,Phone
Q1-01600,2023-02-08,2570,255.67,Online
Q1-01601,2023-01-30,1308,389.57,Phone
Q1-01602,2023-02-27,1294,401.31,Online
Q1-01603,2023-01-12,3298,250.62,Phone
Q1-01604,2023-01-27,4292,181.87,Online
Q1-01605,2023-01-17,579,119.19,In-Store
Q1-01606,2023-02-08,5000,459.01,In-Store
Q1-01607,2023-03-13,4450,338.62,Phone
Q1-01608,2023-01-05,725,115.69,Phone
Q1-01609,2023-01-04,4474,368.43,In-Store
Q1-01610,2023-02-28,4471,392.47,In-Store
Q1-01611,2023-03-11,606,247.17,Online
Q1-01612,2023-02-18,1810,7.95,In-Store
Q1-01613,2023-02-03,1769,397.39,In-Store
Q1-01614,2023-02-26,2552,306.23,In-Store
Q1-01615,2023-03-20,3992,269.29,Online
Q1-01616,2023-03-02,4398,413.29,Online
Q1-01617,2023-03-25,2174,336.79,Phone
Q1-01618,2023-03-12,2429,398.27,In-Store
Q1-01619,2023-02-20,4941,464.75,In-Store
Q1-01620,2023-02-09,1969,28.91,Online
Q1-01621,2023-02-25,4386,27.6,Phone
Q1-01622,2023-01-21,2447,475.0,In-Store
Q1-01623,2023-01-30,4893,469.97,In-Store
Q1-01624,2023-03-05,921,35.06,In-Store
Q1-01625,2023-03-13,1975,32.34,Phone
Q1-01626,2023-03-14,2157,180.66,In-Store
Q1-01627,2023-03-31,1041,360.16,Phone
Q1-01628,2023-02-03,2051,394.19,Phone
Q1-01629,2023-01-26,3663,311.93,Phone
Q1-01630,2023-01-18,4158,257.23,Phone
Q1-01631,2023-03-01,4777,457.37,In-Store
Q1-01632,2023-02-17,4838,449.07,In-Store
Q1-01633,2023-01-03,4883,114.19,Online
Q1-01634,2023-02-19,982,360.75,In-Store
Q1-01635,2023-01-12,1097,164.69,In-Store
Q1-01636,2023-01-30,3550,401.41,Online
Q1-01637,2023-03-15,3604,457.39,Phone
Q1-01638,2023-01-08,4087,435.25,In-Store
Q1-01639,2023-02-19,1808,442.72,In-Store
Q1-01640,2023-01-16,2494,114.49,In-Store
Q1-01641,2023-03-12,3517,264.16,In-Store
Q1-01642,2023-03-27,3669,427.43,Phone
Q1-01643,2023-02-05,2996,89.49,In-Store
Q1-01644,2023-02-05,394,161.54,Online
Q1-01645,2023-03-02,3670,359.39,Phone
Q1-01646,2023-03-09,3680,181.86,Phone
Q1-01647,2023-03-13,3034,246.12,In-Store
Q1-01648,2023-01-13,1872,77.48,In-Store
Q1-01649,2023-03-12,4191,301.78,Phone
Q1-01650,2023-02-09,3321,437.59,In-Store
Q1-01651,2023-02-28,2293,363.37,In-Store
Q1-01652,2023-01-18,204,475.85,In-Store
Q1-01653,2023-01-03,374,93.67,In-Store
Q1-01654,2023-02-02,1946,68.28,Phone
Q1-01655,2023-03-27,3586,132.88,Phone
Q1-01656,2023-02-19,4468,385.6,Online
Q1-01657,2023-03-24,4463,341.85,Online
Q1-01658,2023-01-11,2864,132.2,In-Store
Q1-01659,2023-01-31,1260,170.08,Phone
Q1-01660,2023-01-14,3226,125.15,In-Store
Q1-01661,2023-01-17,3251,249.29,Online
Q1-01662,2023-01-14,510,172.42,Phone
Q1-01663,2023-01-20,2527,282.73,In-Store
Q1-01664,2023-01-30,2840,469.73,In-Store
Q1-01665,2023-01-13,2625,150.77,Phone
Q1-01666,2023-03-12,1583,99.43,In-Store
Q1-01667,2023-01-19,1175,103.81,In-Store
Q1-01668,2023-03-04,4447,401.57,In-Store
Q1-01669,2023-02-25,3522,83.78,Phone
Q1-01670,2023-03-24,2186,247.4,In-Store
Q1-01671,2023-02-23,4036,64.21,Phone
Q1-01672,2023-01-12,1086,366.51,In-Store
Q1-01673,2023-03-16,1978,284.49,Phone
Q1-01674,2023-03-21,463,315.94,Phone
Q1-01675,2023-01-04,1399,374.67,In-Store
Q1-01676,2023-01-25,2931,58.99,Phone
Q1-01677,2023-01-17,2061,58.32,Phone
Q1-01678,2023-03-06,953,332.41,Phone
Q1-01679,2023-03-28,3708,390.42,Online
Q1-01680,2023-02-20,4599,252.67,Phone
Q1-01681,2023-03-02,1044,264.73,In-Store
Q1-01682,2023-03-01,2797,357.42,In-Store
Q1-01683,2023-01-18,2546,356.0,Online
Q1-01684,2023-01-19,54,236.02,Phone
Q1-01685,2023-02-04,4584,413.95,In-Store
Q1-01686,2023-03-17,2611,468.66,In-Store
Q1-01687,2023-01-02,151,204.82,Online
Q1-01688,2023-02-20,4966,240.7,Online
Q1-01689,2023-03-16,1418,303.89,Phone
Q1-01690,2023-03-14,662,283.17,In-Store
Q1-01691,2023-03-19,2575,428.57,Online
Q1-01692,2023-03-02,1275,491.67,Phone
Q1-01693,2023-01-25,2804,90.78,Phone
Q1-01694,2023-03-31,781,15.86,Phone
Q1-01695,2023-03-05,2011,118.75,Phone
Q1-01696,2023-03-05,3325,348.06,Online
Q1-01697,2023-02-08,4368,446.22,In-Store
Q1-01698,2023-03-30,2730,410.12,Online
Q1-01699,2023-02-20,4571,168.71,Phone
Q1-01700,2023-01-07,1818,263.27,Online
Q1-01701,2023-02-24,3757,385.62,Online
Q1-01702,2023-02-17,2480,272.77,In-Store
Q1-01703,2023-03-01,622,488.62,In-Store
Q1-01704,2023-02-26,2671,464.77,In-Store
Q1-01705,2023-03-02,2546,194.88,Online
Q1-01706,2023-02-11,2557,311.74,In-Store
Q1-01707,2023-01-18,3981,346.53,In-Store
Q1-01708,2023-01-08,2135,447.75,Online
Q1-01709,2023-03-07,1160,364.95,Phone
Q1-01710,2023-02-13,1053,62.4,Online
Q1-01711,2023-01-12,2932,355.51,Online
Q1-01712,2023-02-02,3263,396.71,Online
Q1-01713,2023-01-02,1849,364.62,Phone
Q1-01714,2023-01-18,921,467.75,In-Store
Q1-01715,2023-01-20,1935,103.92,Online
Q1-01716,2023-03-23,1755,324.95,Online
Q1-01717,2023-01-25,3194,13.97,Phone
Q1-01718,2023-02-25,1487,101.44,Online
Q1-01719,2023-02-27,2878,173.5,Online
Q1-01720,2023-03-22,2854,262.18,Online
Q1-01721,2023-03-27,1307,206.73,Phone
Q1-01722,2023-01-08,4061,76.8,Phone
Q1-01723,2023-03-06,2039,87.23,Online
Q1-01724,2023-01-09,4613,147.29,Phone
Q1-01725,2023-02-24,913,181.93,Online
Q1-01726,2023-03-26,4933,395.59,In-Store
Q1-01727,2023-01-14,4352,423.62,Phone
Q1-01728,2023-03-06,1230,447.0,Online
Q1-01729,2023-01-05,4341,385.97,Phone
Q1-01730,2023-01-28,1387,302.31,Phone
Q1-01731,2023-03-14,1317,414.86,Online
Q1-01732,2023-03-08,4377,83.72,Online
Q1-01733,2023-01-23,4493,113.55,Online
Q1-01734,2023-01-13,4036,405.72,Online
Q1-01735,2023-02-07,2961,156.96,Phone
Q1-01736,2023-02-09,1325,348.07,In-Store
Q1-01737,2023-02-10,2991,189.96,Online
Q1-01738,2023-02-17,4709,196.83,Phone
Q1-01739,2023-03-16,3756,410.56,In-Store
Q1-01740,2023-02-23,1484,349.86,Phone
Q1-01741,2023-03-26,4720,28.83,In-Store
Q1-01742,2023-01-05,365,281.33,Phone
Q1-01743,2023-01-05,1137,309.62,In-Store
Q1-01744,2023-02-16,4505,75.35,In-Store
Q1-01745,2023-01-22,3274,227.73,Online
Q1-01746,2023-03-02,3956,394.68,Online
Q1-01747,2023-02-05,2783,181.37,Online
Q1-01748,2023-03-15,4856,161.12,Online
Q1-01749,2023-02-26,4440,316.38,Phone
Q1-01750,2023-03-14,85,384.53,Online
Q1-01751,2023-03-26,247,331.5,Phone
Q1-01752,2023-02-22,1967,28.77,Online
Q1-01753,2023-01-30,3075,46.71,In-Store
Q1-01754,2023-03-05,563,301.08,Phone
Q1-01755,2023-01-07,357,193.11,Phone
Q1-01756,2023-02-24,2721,26.06,Phone
Q1-01757,2023-01-12,4381,95.31,Online
Q1-01758,2023-03-06,3157,115.27,Phone
Q1-01759,2023-02-05,4615,135.33,Online
Q1-01760,2023-02-06,1447,364.24,In-Store
Q1-01761,2023-01-12,1109,162.28,Online
Q1-01762,2023-01-29,272,350.7,Online
Q1-01763,2023-02-17,112,425.64,Online
Q1-01764,2023-01-26,1854,491.33,Phone
Q1-01765,2023-03-17,2330,443.57,In-Store
Q1-01766,2023-02-14,1599,237.03,Online
Q1-01767,2023-03-22,4774,249.0,Online
Q1-01768,2023-02-26,4278,295.89,Phone
Q1-01769,2023-03-08,1694,445.38,Online
Q1-01770,2023-02-01,4467,149.81,In-Store
Q1-01771,2023-01-08,4470,422.16,Online
Q1-01772,2023-01-18,1419,176.25,In-Store
Q1-01773,2023-02-18,471,81.87,Online
Q1-01774,2023-01-04,3434,35.47,Phone
Q1-01775,2023-02-20,2006,72.55,Phone
Q1-01776,2023-01-02,2040,25.29,In-Store
Q1-01777,2023-03-31,164,445.82,Online
Q1-01778,2023-02-08,3156,332.09,In-Store
Q1-01779,2023-02-25,4990,469.02,Phone
Q1-01780,2023-02-24,4965,51.37,Online
