order_id,customer_id,order_date,status
829,4072,2023-05-12,Shipped
830,4429,2023-10-01,Shipped
831,3898,2023-04-14,Cancelled
832,2806,2023-07-20,Delivered
833,3699,2023-11-22,Delivered
834,649,2023-02-02,Cancelled
835,1509,2023-08-27,Shipped
836,1059,2023-02-06,Shipped
837,96,2023-01-26,Cancelled
838,3829,2023-02-05,Shipped
839,12,2023-10-27,Shipped
840,2743,2023-10-12,Cancelled
841,1492,2023-03-02,Delivered
842,3340,2023-11-24,Processing
843,4727,2023-05-06,Shipped
844,1369,2023-05-02,Delivered
845,3028,2023-02-19,Cancelled
846,4768,2023-04-14,Delivered
847,1107,2023-07-15,Delivered
848,429,2023-04-27,Shipped
849,1874,2023-12-16,Shipped
850,1472,2023-12-04,Shipped
851,3957,2023-11-22,Processing
852,1537,2023-11-07,Processing
853,521,2023-04-22,Cancelled
854,2815,2023-01-11,Processing
855,4886,2023-05-01,Processing
856,3744,2023-03-13,Processing
857,2488,2023-12-21,Processing
858,3875,2023-05-25,Cancelled
859,1129,2023-10-20,Delivered
860,2299,2023-05-20,Delivered
861,1102,2023-05-27,Delivered
862,2864,2023-01-20,Shipped
863,472,2023-04-30,Cancelled
864,4345,2023-03-18,Processing
865,2519,2023-01-09,Cancelled
866,3544,2023-05-03,Processing
867,1733,2023-05-01,Delivered
868,3629,2023-04-23,Cancelled
869,1900,2023-12-31,Processing
870,3086,2023-10-29,Cancelled
871,3678,2023-03-10,Cancelled
872,1415,2023-01-07,Cancelled
873,3929,2023-10-12,Processing
874,1656,2023-08-18,Delivered
875,4835,2023-07-01,Shipped
876,2365,2023-10-15,Cancelled
877,2288,2023-10-14,Cancelled
878,3554,2023-12-13,Shipped
879,2483,2023-08-10,Delivered
880,4210,2023-12-26,Delivered
881,662,2023-08-19,Cancelled
882,937,2023-02-13,Processing
883,3266,2023-01-07,Processing
884,3880,2023-12-19,Shipped
885,3571,2023-11-25,Processing
886,2499,2023-10-14,Processing
887,2958,2023-04-12,Delivered
888,247,2023-10-29,Cancelled
889,3483,2023-08-14,Cancelled
890,4122,2023-07-26,Shipped
891,3413,2023-11-19,Shipped
892,4999,2023-07-14,Shipped
893,4707,2023-06-21,Cancelled
894,954,2023-09-10,Delivered
895,4687,2023-08-18,Delivered
896,2272,2023-08-29,Delivered
897,2469,2023-12-09,Cancelled
898,2892,2023-02-05,Processing
899,2186,2023-06-09,Cancelled
900,4990,2023-06-19,Delivered
901,3190,2023-11-21,Delivered
902,1635,2023-11-25,Delivered
903,4432,2023-07-16,Shipped
904,1595,2023-08-17,Cancelled
905,2210,2023-03-16,Shipped
906,1705,2023-01-25,Cancelled
907,3861,2023-04-02,Delivered
908,1983,2023-08-05,Cancelled
909,445,2023-01-04,Delivered
910,1459,2023-09-26,Shipped
911,2775,2023-12-24,Shipped
912,1880,2023-05-09,Cancelled
913,3425,2023-04-25,Cancelled
914,504,2023-03-09,Cancelled
915,1077,2023-06-10,Shipped
916,404,2023-07-26,Shipped
917,4830,2023-02-23,Cancelled
918,3893,2023-12-29,Cancelled
919,4368,2023-09-26,Processing
920,2439,2023-02-08,Shipped
921,1808,2023-02-11,Delivered
922,3485,2023-10-19,Processing
923,2707,2023-08-11,Shipped
924,4610,2023-01-21,Delivered
925,1264,2023-12-04,Shipped
926,1127,2023-10-27,Delivered
927,3181,2023-09-08,Shipped
928,4314,2023-06-03,Processing
929,4994,2023-01-09,Processing
930,1928,2023-08-17,Processing
931,55,2023-09-29,Cancelled
932,114,2023-07-29,Delivered
933,4297,2023-04-10,Delivered
934,32,2023-11-27,Delivered
935,491,2023-03-06,Cancelled
936,870,2023-06-10,Processing
937,4115,2023-06-30,Cancelled
938,2396,2023-10-14,Delivered
939,1108,2023-04-29,Delivered
940,3950,2023-11-04,Shipped
941,3714,2023-06-03,Delivered
942,434,2023-08-05,Processing
943,180,2023-01-01,Shipped
944,773,2023-03-19,Shipped
945,4666,2023-12-10,Processing
946,2384,2023-11-02,Shipped
947,795,2023-07-23,Shipped
948,4212,2023-05-11,Shipped
949,203,2023-08-15,Shipped
950,4868,2023-10-22,Processing
951,76,2023-02-10,Processing
952,4916,2023-01-26,Cancelled
953,17,2023-01-21,Shipped
954,1938,2023-11-30,Cancelled
955,2289,2023-06-22,Processing
956,3702,2023-06-04,Processing
957,1330,2023-05-17,Cancelled
958,247,2023-01-26,Delivered
959,3937,2023-06-07,Delivered
960,4630,2023-01-26,Processing
961,4061,2023-05-09,Shipped
962,3050,2023-11-29,Cancelled
963,1842,2023-01-04,Cancelled
964,4894,2023-04-02,Cancelled
965,1710,2023-11-16,Delivered
966,740,2023-02-02,Delivered
967,1703,2023-11-17,Processing
968,2544,2023-01-08,Cancelled
969,2019,2023-11-26,Processing
970,2022,2023-08-21,Processing
971,2710,2023-03-17,Processing
972,3028,2023-04-23,Delivered
973,1876,2023-09-10,Cancelled
974,202,2023-06-01,Cancelled
975,4000,2023-03-30,Cancelled
976,4439,2023-12-06,Delivered
977,1930,2023-10-15,Delivered
978,4018,2023-12-17,Cancelled
979,549,2023-12-30,Processing
980,3582,2023-05-14,Shipped
981,621,2023-07-26,Shipped
982,925,2023-08-26,Processing
983,3966,2023-08-30,Shipped
984,3164,2023-04-21,Processing
985,2274,2023-05-29,Delivered
986,4376,2023-03-22,Cancelled
987,1329,2023-03-07,Delivered
988,1694,2023-07-05,Processing
989,4096,2023-12-06,Shipped
990,3002,2023-08-06,Shipped
991,4107,2023-01-20,Cancelled
992,2241,2023-04-09,Delivered
993,4880,2023-05-11,Shipped
994,3795,2023-05-21,Shipped
995,756,2023-08-19,Shipped
996,3806,2023-06-17,Delivered
997,1943,2023-03-11,Delivered
998,3836,2023-07-12,Delivered
999,3892,2023-01-02,Shipped
1000,1039,2023-04-16,Processing
1001,588,2023-10-22,Cancelled
1002,3756,2023-09-13,Shipped
1003,2610,2023-05-28,Cancelled
1004,810,2023-07-09,Delivered
1005,4655,2023-05-14,Processing
1006,2160,2023-01-25,Cancelled
1007,1064,2023-10-26,Delivered
1008,2812,2023-03-29,Processing
1009,779,2023-12-16,Cancelled
1010,2276,2023-11-27,Cancelled
1011,4768,2023-08-15,Shipped
1012,4466,2023-11-14,Processing
1013,3900,2023-03-12,Processing
1014,345,2023-10-31,Delivered
1015,3374,2023-12-07,Processing
1016,3966,2023-11-28,Delivered
1017,4537,2023-04-21,Cancelled
1018,3288,2023-04-30,Delivered
1019,4305,2023-05-30,Shipped
1020,2328,2023-02-23,Cancelled
1021,2267,2023-01-17,Delivered
1022,860,2023-04-13,Cancelled
1023,2516,2023-02-26,Delivered
1024,2249,2023-03-31,Delivered
1025,4220,2023-05-28,Processing
1026,4414,2023-02-22,Cancelled
1027,3051,2023-08-26,Delivered
1028,1079,2023-07-10,Delivered
1029,2515,2023-09-19,Cancelled
1030,3722,2023-11-21,Processing
1031,4786,2023-11-08,Processing
1032,2681,2023-05-01,Processing
1033,1610,2023-09-13,Processing
1034,2143,2023-11-13,Processing
1035,4554,2023-08-21,Processing
1036,4842,2023-04-02,Delivered
1037,3929,2023-03-05,Delivered
1038,68,2023-05-29,Shipped
1039,3011,2023-03-09,Cancelled
1040,1071,2023-11-24,Processing
1041,1413,2023-07-31,Cancelled
1042,730,2023-03-18,Shipped
1043,3827,2023-03-07,Shipped
1044,959,2023-06-07,Cancelled
1045,4524,2023-06-30,Processing
1046,3596,2023-11-29,Delivered
1047,4463,2023-02-25,Processing
1048,635,2023-06-17,Delivered
1049,402,2023-06-27,Delivered
1050,1147,2023-01-20,Shipped
1051,65,2023-05-27,Delivered
1052,3668,2023-10-12,Delivered
1053,2129,2023-04-08,Cancelled
1054,3394,2023-12-26,Delivered
1055,4562,2023-07-12,Processing
1056,4040,2023-08-08,Processing
1057,1287,2023-05-05,Processing
1058,477,2023-11-28,Delivered
1059,4972,2023-03-05,Shipped
1060,3006,2023-02-21,Cancelled
1061,4307,2023-05-08,Cancelled
1062,1006,2023-02-03,Delivered
1063,1355,2023-09-22,Cancelled
1064,4247,2023-05-27,Cancelled
1065,287,2023-08-05,Shipped
1066,2410,2023-03-25,Cancelled
1067,2304,2023-04-06,Cancelled
1068,4374,2023-08-09,Processing
1069,2290,2023-03-22,Delivered
1070,4628,2023-05-29,Cancelled
1071,4067,2023-09-13,Shipped
1072,2222,2023-05-09,Processing
1073,1241,2023-07-31,Cancelled
1074,4114,2023-02-11,Delivered
1075,2200,2023-04-12,Cancelled
1076,4132,2023-01-09,Cancelled
1077,1998,2023-01-27,Processing
1078,553,2023-03-05,Cancelled
1079,1819,2023-02-22,Processing
1080,4339,2023-08-09,Shipped
1081,3245,2023-01-16,Shipped
1082,2589,2023-10-26,Shipped
1083,1673,2023-06-10,Cancelled
1084,335,2023-06-28,Processing
1085,3502,2023-04-01,Cancelled
1086,163,2023-04-25,Cancelled
1087,3567,2023-03-22,Processing
1088,4437,2023-06-28,Processing
1089,1336,2023-02-03,Delivered
1090,1421,2023-07-06,Processing
1091,713,2023-03-29,Processing
1092,96,2023-09-14,Processing
1093,2953,2023-09-30,Processing
1094,2984,2023-01-30,Cancelled
1095,3213,2023-03-01,Delivered
1096,4043,2023-04-23,Processing
1097,4596,2023-01-02,Processing
1098,3074,2023-09-05,Shipped
1099,319,2023-06-09,Processing
1100,2080,2023-04-05,Processing
1101,2619,2023-09-02,Shipped
1102,128,2023-07-08,Cancelled
1103,2509,2023-09-22,Processing
1104,1366,2023-04-29,Shipped
1105,4660,2023-01-02,Shipped
1106,4511,2023-10-15,Cancelled
1107,1608,2023-11-20,Cancelled
1108,3541,2023-04-24,Processing
1109,1133,2023-11-17,Cancelled
1110,2183,2023-06-09,Processing
1111,4272,2023-01-24,Processing
1112,309,2023-01-21,Shipped
1113,938,2023-10-29,Cancelled
1114,2703,2023-09-07,Shipped
1115,3330,2023-04-15,Cancelled
1116,4862,2023-12-26,Processing
1117,2197,2023-06-09,Cancelled
1118,342,2023-07-06,Shipped
1119,1722,2023-11-13,Processing
1120,4485,2023-04-24,Delivered
1121,4274,2023-03-11,Processing
1122,4421,2023-01-21,Processing
1123,4075,2023-12-17,Processing
1124,4335,2023-06-27,Cancelled
1125,4490,2023-09-22,Shipped
1126,1838,2023-07-25,Cancelled
1127,4792,2023-12-12,Delivered
1128,1255,2023-07-01,Delivered
1129,3012,2023-07-28,Shipped
1130,1890,2023-02-06,Shipped
1131,2515,2023-10-27,Processing
1132,4537,2023-10-06,Delivered
1133,4840,2023-04-03,Shipped
1134,44,2023-11-30,Processing
1135,2132,2023-05-09,Processing
1136,669,2023-04-25,Cancelled
1137,1045,2023-02-24,Shipped
1138,3461,2023-05-23,Processing
1139,4769,2023-04-07,Shipped
1140,4549,2023-08-31,Delivered
1141,2107,2023-08-17,Shipped
1142,2640,2023-08-07,Shipped
1143,2960,2023-07-21,Cancelled
1144,1813,2023-03-22,Delivered
1145,4765,2023-11-18,Delivered
1146,1374,2023-03-05,Cancelled
1147,1735,2023-10-14,Shipped
1148,4258,2023-11-14,Shipped
1149,351,2023-09-13,Cancelled
1150,1956,2023-09-24,Cancelled
1151,2199,2023-02-14,Delivered
1152,3583,2023-10-16,Processing
1153,2943,2023-03-21,Processing
1154,2957,2023-01-01,Cancelled
1155,3485,2023-02-27,Delivered
1156,4578,2023-09-10,Delivered
1157,1765,2023-06-27,Processing
1158,2550,2023-04-12,Delivered
1159,4147,2023-05-25,Delivered
1160,3538,2023-07-05,Processing
1161,1508,2023-10-01,Processing
1162,1333,2023-11-06,Cancelled
1163,1899,2023-01-02,Processing
1164,3482,2023-11-02,Processing
1165,1632,2023-11-25,Processing
1166,4848,2023-12-08,Delivered
1167,4526,2023-10-03,Processing
1168,117,2023-04-22,Cancelled
1169,2421,2023-12-01,Cancelled
1170,3828,2023-12-20,Delivered
1171,2436,2023-03-13,Cancelled
1172,398,2023-07-29,Cancelled
1173,2035,2023-03-23,Processing
1174,1949,2023-12-19,Cancelled
1175,3532,2023-06-23,Shipped
1176,1839,2023-12-11,Cancelled
1177,1087,2023-02-19,Processing
1178,3023,2023-07-29,Cancelled
1179,3819,2023-07-27,Cancelled
1180,4377,2023-02-11,Shipped
1181,2817,2023-08-19,Cancelled
1182,472,2023-02-02,Delivered
1183,4799,2023-10-24,Cancelled
1184,3776,2023-01-31,Shipped
1185,3391,2023-09-10,Cancelled
1186,3135,2023-07-21,Cancelled
1187,206,2023-09-13,Processing
1188,3979,2023-10-14,Processing
1189,1206,2023-12-05,Cancelled
1190,955,2023-06-12,Delivered
1191,3792,2023-09-24,Delivered
1192,3544,2023-01-22,Delivered
1193,4406,2023-03-10,Shipped
1194,266,2023-12-03,Cancelled
1195,4485,2023-02-16,Cancelled
1196,1338,2023-09-15,Delivered
1197,3708,2023-10-10,Cancelled
1198,2452,2023-09-06,Delivered
1199,996,2023-08-22,Processing
1200,4415,2023-08-04,Shipped
1201,2670,2023-12-31,Processing
1202,1742,2023-06-11,Delivered
1203,3544,2023-02-09,Cancelled
1204,26,2023-12-16,Processing
1205,2810,2023-03-21,Shipped
1206,2272,2023-02-17,Shipped
1207,3816,2023-02-27,Delivered
1208,2173,2023-03-29,Shipped
1209,4870,2023-01-30,Shipped
1210,3170,2023-10-03,Shipped
1211,4701,2023-12-05,Delivered
1212,876,2023-03-14,Processing
1213,2258,2023-06-24,Delivered
1214,2962,2023-04-26,Delivered
1215,4941,2023-04-11,Processing
1216,3986,2023-04-14,Delivered
1217,1895,2023-05-03,Cancelled
1218,2609,2023-09-14,Delivered
1219,2249,2023-03-26,Processing
1220,4126,2023-07-21,Delivered
1221,1285,2023-08-08,Shipped
1222,2639,2023-09-17,Processing
1223,4924,2023-12-19,Shipped
1224,4898,2023-07-03,Processing
1225,2787,2023-05-18,Delivered
1226,1776,2023-04-25,Cancelled
1227,1070,2023-08-06,Cancelled
1228,1423,2023-11-19,Shipped
1229,2468,2023-12-23,Delivered
1230,4851,2023-08-14,Cancelled
1231,1449,2023-05-29,Shipped
1232,2333,2023-04-13,Cancelled
1233,2816,2023-01-15,Delivered
1234,3410,2023-10-02,Shipped
1235,355,2023-06-11,Shipped
1236,3057,2023-11-06,Processing
1237,1295,2023-08-07,Shipped
1238,3455,2023-06-15,Delivered
1239,3156,2023-07-23,Delivered
1240,1984,2023-04-02,Cancelled
1241,2070,2023-07-14,Shipped
1242,3809,2023-08-13,Shipped
1243,681,2023-05-17,Delivered
1244,2511,2023-06-20,Delivered
1245,4485,2023-03-02,Delivered
1246,1576,2023-02-18,Cancelled
1247,2022,2023-07-03,Processing
1248,2083,2023-01-15,Cancelled
1249,1727,2023-06-01,Shipped
1250,4495,2023-07-21,Delivered
1251,1415,2023-11-30,Shipped
1252,3541,2023-03-09,Processing
1253,3865,2023-02-17,Shipped
1254,2842,2023-11-06,Cancelled
1255,4181,2023-03-26,Cancelled
1256,3951,2023-10-07,Delivered
1257,568,2023-10-22,Delivered
1258,806,2023-04-09,Delivered
1259,1583,2023-04-28,Processing
1260,3555,2023-05-20,Processing
1261,1932,2023-01-11,Processing
1262,868,2023-12-11,Cancelled
1263,966,2023-02-10,Processing
1264,1438,2023-02-25,Processing
1265,4649,2023-02-07,Shipped
1266,4120,2023-06-17,Shipped
1267,1501,2023-04-23,Shipped
1268,508,2023-06-22,Cancelled
1269,756,2023-11-05,Shipped
1270,2928,2023-01-07,Shipped
1271,4109,2023-08-02,Cancelled
1272,2211,2023-11-06,Cancelled
1273,2778,2023-08-31,Processing
1274,4116,2023-05-05,Delivered
1275,2576,2023-06-11,Cancelled
1276,757,2023-02-22,Cancelled
1277,2586,2023-04-15,Shipped
1278,3318,2023-11-11,Shipped
1279,452,2023-06-22,Shipped
1280,1591,2023-03-05,Processing
1281,1593,2023-01-19,Delivered
1282,892,2023-02-22,Cancelled
1283,2469,2023-02-03,Shipped
1284,4011,2023-02-16,Shipped
1285,549,2023-02-24,Cancelled
1286,4307,2023-10-30,Cancelled
1287,3822,2023-08-08,Cancelled
1288,2793,2023-06-26,Shipped
1289,1794,2023-05-07,Cancelled
1290,3751,2023-11-24,Delivered
1291,4938,2023-09-20,Delivered
1292,39,2023-09-13,Shipped
1293,60,2023-09-03,Processing
1294,1826,2023-06-27,Shipped
1295,3955,2023-10-21,Cancelled
1296,2916,2023-05-10,Processing
1297,3731,2023-07-16,Processing
1298,3158,2023-04-17,Shipped
1299,2951,2023-06-15,Cancelled
1300,1950,2023-07-23,Cancelled
1301,1595,2023-09-07,Processing
1302,4925,2023-07-04,Cancelled
1303,2621,2023-01-23,Delivered
1304,3741,2023-06-21,Delivered
1305,1657,2023-10-05,Delivered
1306,1560,2023-07-29,Shipped
1307,1413,2023-02-12,Cancelled
1308,2443,2023-03-05,Shipped
1309,2967,2023-10-22,Cancelled
1310,281,2023-10-23,Processing
1311,3794,2023-11-26,Processing
1312,1772,2023-11-16,Shipped
1313,2528,2023-08-12,Cancelled
1314,1717,2023-09-02,Processing
1315,2189,2023-05-07,Delivered
1316,2777,2023-04-05,Shipped
1317,3256,2023-01-12,Delivered
1318,2405,2023-04-04,Delivered
1319,161,2023-04-08,Processing
1320,2719,2023-09-05,Shipped
1321,4765,2023-07-27,Shipped
1322,3025,2023-07-15,Cancelled
1323,1993,2023-01-10,Cancelled
1324,3059,2023-10-25,Cancelled
1325,2640,2023-03-10,Shipped
1326,2110,2023-10-22,Shipped
1327,556,2023-07-08,Cancelled
1328,3944,2023-02-21,Processing
1329,4403,2023-04-13,Cancelled
1330,3440,2023-10-25,Delivered
1331,832,2023-01-03,Delivered
1332,1684,2023-07-12,Cancelled
1333,1447,2023-01-09,Shipped
1334,3952,2023-10-22,Shipped
1335,3056,2023-11-05,Processing
1336,818,2023-02-07,Delivered
1337,2574,2023-09-25,Delivered
1338,175,2023-04-08,Cancelled
1339,3296,2023-09-08,Cancelled
1340,2348,2023-08-20,Shipped
1341,664,2023-09-23,Shipped
1342,4930,2023-09-06,Shipped
1343,2114,2023-11-06,Processing
1344,1006,2023-03-15,Shipped
1345,1902,2023-11-16,Delivered
1346,1583,2023-03-03,Processing
1347,3627,2023-06-15,Delivered
1348,1151,2023-02-16,Shipped
1349,2227,2023-08-01,Cancelled
1350,4144,2023-08-27,Shipped
1351,3574,2023-08-15,Processing
1352,4980,2023-05-22,Shipped
1353,4638,2023-11-15,Delivered
1354,453,2023-06-20,Processing
1355,4555,2023-06-03,Processing
1356,1668,2023-10-23,Shipped
1357,1518,2023-04-16,Delivered
1358,3242,2023-01-24,Cancelled
1359,311,2023-08-20,Shipped
1360,4335,2023-09-01,Cancelled
1361,3834,2023-11-11,Cancelled
1362,3965,2023-10-12,Delivered
1363,1084,2023-10-29,Shipped
1364,4999,2023-02-15,Processing
1365,421,2023-06-02,Delivered
1366,2427,2023-12-11,Delivered
1367,3680,2023-08-14,Delivered
1368,4072,2023-07-09,Processing
1369,1732,2023-10-15,Processing
1370,1605,2023-02-17,Processing
1371,3443,2023-12-16,Processing
1372,4827,2023-01-03,Cancelled
1373,431,2023-01-23,Processing
1374,1539,2023-04-22,Processing
1375,885,2023-03-23,Delivered
1376,171,2023-02-06,Shipped
1377,3729,2023-12-14,Processing
1378,307,2023-03-03,Processing
1379,3768,2023-04-23,Delivered
1380,3983,2023-03-29,Shipped
1381,1426,2023-01-27,Delivered
1382,1040,2023-10-23,Cancelled
1383,347,2023-08-17,Shipped
1384,1566,2023-01-20,Cancelled
1385,1549,2023-07-14,Processing
1386,1800,2023-11-13,Delivered
1387,3643,2023-12-17,Processing
1388,1679,2023-11-17,Delivered
1389,442,2023-01-10,Delivered
1390,3240,2023-02-01,Delivered
1391,957,2023-08-11,Cancelled
1392,176,2023-04-15,Processing
1393,1673,2023-03-17,Delivered
1394,1608,2023-06-24,Delivered
1395,1118,2023-11-26,Processing
1396,4547,2023-05-31,Shipped
1397,3274,2023-04-11,Shipped
1398,1099,2023-09-16,Processing
1399,2054,2023-07-07,Cancelled
1400,719,2023-01-31,Cancelled
1401,1601,2023-06-16,Processing
1402,1378,2023-12-23,Delivered
1403,4831,2023-10-10,Delivered
1404,2607,2023-08-06,Delivered
1405,2525,2023-01-27,Delivered
1406,2932,2023-03-15,Cancelled
1407,2592,2023-11-06,Processing
1408,271,2023-01-12,Shipped
1409,4816,2023-01-14,Delivered
1410,2454,2023-12-12,Processing
1411,4697,2023-11-09,Delivered
1412,3449,2023-01-21,Shipped
1413,2079,2023-08-03,Processing
1414,2027,2023-10-27,Delivered
1415,57,2023-07-03,Shipped
1416,1856,2023-01-13,Cancelled
1417,656,2023-09-17,Processing
1418,456,2023-08-12,Processing
1419,4403,2023-09-12,Delivered
1420,555,2023-06-08,Shipped
1421,4537,2023-12-29,Processing
1422,4979,2023-04-11,Cancelled
1423,1917,2023-10-13,Processing
1424,1004,2023-03-27,Shipped
1425,1591,2023-12-31,Shipped
1426,539,2023-05-22,Cancelled
1427,1371,2023-10-20,Shipped
1428,1054,2023-11-18,Processing
1429,2182,2023-12-31,Cancelled
1430,1215,2023-11-13,Processing
1431,352,2023-12-16,Delivered
1432,4324,2023-04-29,Cancelled
1433,2380,2023-11-03,Cancelled
1434,181,2023-12-28,Delivered
1435,4928,2023-07-05,Shipped
1436,2870,2023-07-25,Processing
1437,4119,2023-12-13,Processing
1438,2045,2023-12-19,Cancelled
1439,3043,2023-06-06,Shipped
1440,4583,2023-05-07,Shipped
1441,4209,2023-06-13,Delivered
1442,3021,2023-03-10,Cancelled
1443,2309,2023-12-11,Processing
1444,9,2023-06-16,Processing
1445,658,2023-07-20,Delivered
1446,3450,2023-10-02,Delivered
1447,4221,2023-01-18,Shipped
1448,4164,2023-09-21,Delivered
1449,3316,2023-08-15,Shipped
1450,2267,2023-02-23,Processing
1451,84,2023-10-15,Shipped
1452,1213,2023-12-02,Delivered
1453,3093,2023-11-07,Processing
1454,2325,2023-06-23,Cancelled
1455,715,2023-04-30,Cancelled
1456,2797,2023-08-01,Delivered
1457,2088,2023-03-31,Cancelled
1458,4442,2023-12-17,Processing
1459,3356,2023-02-12,Cancelled
1460,4608,2023-11-17,Shipped
1461,756,2023-03-28,Delivered
1462,765,2023-01-12,Processing
1463,4584,2023-03-07,Delivered
1464,3178,2023-10-27,Shipped
1465,1669,2023-12-10,Cancelled
1466,332,2023-12-29,Processing
1467,1538,2023-08-24,Delivered
1468,4795,2023-01-23,Shipped
1469,4785,2023-04-25,Processing
1470,3995,2023-06-12,Processing
1471,1394,2023-04-28,Cancelled
1472,209,2023-08-24,Shipped
1473,1910,2023-09-26,Shipped
1474,1735,2023-01-15,Shipped
1475,4892,2023-04-24,Cancelled
1476,3374,2023-11-05,Processing
1477,2071,2023-05-14,Delivered
1478,3324,2023-12-22,Processing
1479,2108,2023-08-07,Shipped
1480,1406,2023-11-26,Cancelled
1481,708,2023-05-11,Delivered
1482,4946,2023-02-17,Cancelled
1483,2027,2023-03-27,Cancelled
1484,545,2023-09-28,Processing
1485,2238,2023-01-21,Delivered
1486,4310,2023-12-10,Cancelled
1487,712,2023-10-07,Delivered
1488,3157,2023-06-29,Delivered
1489,1016,2023-03-11,Shipped
1490,4813,2023-11-01,Delivered
1491,3586,2023-04-01,Processing
1492,3056,2023-10-06,Shipped
1493,1235,2023-09-17,Delivered
1494,1375,2023-03-05,Cancelled
1495,4455,2023-08-03,Cancelled
1496,3565,2023-05-22,Delivered
1497,76,2023-09-29,Shipped
1498,4639,2023-02-08,Shipped
1499,3848,2023-08-09,Processing
1500,3270,2023-10-14,Delivered
1501,4823,2023-08-29,Processing
1502,3646,2023-11-16,Shipped
1503,3870,2023-06-04,Processing
1504,1485,2023-03-30,Delivered
1505,4008,2023-07-20,Processing
1506,3375,2023-03-02,Shipped
1507,2453,2023-09-17,Cancelled
1508,4151,2023-11-25,Delivered
1509,3366,2023-07-06,Delivered
1510,2776,2023-08-21,Cancelled
1511,1484,2023-07-18,Processing
1512,1433,2023-06-01,Shipped
1513,2777,2023-05-21,Delivered
1514,110,2023-08-18,Delivered
1515,2478,2023-03-30,Delivered
1516,3882,2023-05-05,Delivered
1517,4589,2023-10-18,Shipped
1518,3177,2023-05-17,Delivered
1519,3635,2023-12-03,Delivered
1520,4101,2023-12-19,Cancelled
1521,3332,2023-12-09,Shipped
1522,3629,2023-07-15,Shipped
1523,272,2023-03-07,Shipped
1524,4925,2023-06-16,Processing
1525,3013,2023-06-02,Shipped
1526,3740,2023-04-12,Shipped
1527,2524,2023-02-10,Processing
1528,105,2023-11-04,Delivered
1529,2528,2023-05-02,Shipped
1530,3987,2023-12-12,Processing
1531,1362,2023-06-27,Shipped
1532,3672,2023-04-03,Processing
1533,1240,2023-09-05,Processing
1534,1921,2023-10-15,Processing
1535,3137,2023-04-27,Delivered
1536,1363,2023-12-14,Shipped
1537,3745,2023-04-03,Processing
1538,3193,2023-01-30,Delivered
1539,782,2023-10-30,Processing
1540,3992,2023-07-19,Cancelled
1541,826,2023-08-05,Shipped
1542,3477,2023-07-12,Shipped
1543,4059,2023-09-10,Cancelled
1544,2769,2023-08-07,Delivered
1545,2870,2023-10-06,Shipped
1546,4271,2023-01-02,Shipped
1547,4057,2023-03-30,Shipped
1548,4911,2023-12-26,Processing
1549,938,2023-12-05,Cancelled
1550,3506,2023-06-21,Shipped
1551,2769,2023-03-30,Delivered
1552,1391,2023-10-27,Shipped
1553,1715,2023-12-18,Processing
1554,3984,2023-09-10,Shipped
1555,2889,2023-09-05,Shipped
1556,4169,2023-12-19,Delivered
1557,4484,2023-11-21,Delivered
1558,4612,2023-02-24,Processing
1559,2186,2023-09-16,Delivered
1560,3056,2023-12-06,Cancelled
1561,1687,2023-03-10,Processing
1562,4077,2023-09-28,Delivered
1563,2361,2023-04-08,Delivered
1564,267,2023-09-01,Delivered
1565,2520,2023-05-30,Cancelled
1566,2717,2023-04-07,Cancelled
1567,3324,2023-08-09,Delivered
1568,4677,2023-01-07,Processing
1569,148,2023-03-20,Delivered
1570,1597,2023-09-23,Processing
1571,3008,2023-01-14,Shipped
1572,3656,2023-12-29,Shipped
1573,992,2023-04-26,Delivered
1574,2797,2023-07-16,Shipped
1575,1607,2023-09-15,Delivered
1576,1133,2023-03-25,Processing
1577,598,2023-05-11,Shipped
1578,178,2023-02-15,Cancelled
1579,514,2023-08-22,Delivered
1580,4742,2023-03-10,Shipped
1581,2259,2023-06-04,Cancelled
1582,1378,2023-11-17,Shipped
1583,987,2023-07-20,Delivered
1584,1164,2023-04-30,Cancelled
1585,981,2023-06-30,Processing
1586,346,2023-09-30,Delivered
1587,1320,2023-06-05,Processing
1588,530,2023-11-24,Processing
1589,841,2023-03-25,Processing
1590,553,2023-12-11,Shipped
1591,2211,2023-12-21,Cancelled
1592,292,2023-05-29,Cancelled
1593,1539,2023-07-02,Processing
1594,2021,2023-12-18,Delivered
1595,1468,2023-06-10,Delivered
1596,1006,2023-05-16,Processing
1597,4317,2023-10-17,Delivered
1598,4489,2023-08-12,Cancelled
1599,969,2023-07-30,Processing
1600,2586,2023-01-15,Shipped
1601,2304,2023-10-15,Processing
1602,3792,2023-05-06,Processing
1603,4955,2023-09-09,Shipped
1604,1105,2023-06-07,Cancelled
1605,2085,2023-06-07,Delivered
1606,4238,2023-08-13,Processing
1607,4590,2023-09-03,Shipped
1608,4932,2023-03-30,Shipped
1609,2848,2023-08-05,Delivered
1610,3162,2023-01-14,Processing
1611,1267,2023-09-02,Cancelled
1612,3600,2023-11-11,Processing
1613,777,2023-03-03,Shipped
1614,2763,2023-02-10,Shipped
1615,1818,2023-12-23,Delivered
1616,2375,2023-01-18,Cancelled
1617,4642,2023-04-02,Processing
1618,275,2023-08-05,Processing
1619,4333,2023-02-16,Processing
1620,1752,2023-01-11,Cancelled
1621,4430,2023-06-17,Shipped
1622,4106,2023-05-08,Delivered
